rank,name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,value,outcome
644,Tomas Berdych,Czech Republic,CZE,Jo Wilfried Tsonga,France,FRA,15/10/2012,Stockholm,B,3,H,VRAI,63,F,4-6 6-4 6-4,VRAI,11,
644,Vasek Pospisil,Canada,CAN,Guillaume Rufin,France,FRA,30/01/2012,Montpellier,B,3,H,VRAI,76,R32,6-4 7-6(6),FAUX,11,
644,Vasek Pospisil,Canada,CAN,Ryan Harrison,United States,USA,18/06/2012,Eastbourne,B,3,G,FAUX,53,R32,3-6 7-6(2) 7-6(6),FAUX,11,
644,Vasek Pospisil,Canada,CAN,Andreas Haider Maurer,Austria,AUT,15/10/2012,Vienna,B,3,H,VRAI,59,R32,3-6 7-6(3) 6-1,VRAI,11,
644,Viktor Troicki,Serbia,SRB,Xavier Malisse,Belgium,BEL,17/06/2012,s-Hertogenbosch,B,3,G,FAUX,68,R32,7-6(4) 6-2,FAUX,11,
644,Vishnu Vardhan,India,IND,Ivan Dodig,Croatia,CRO,02/01/2012,Chennai,B,3,H,FAUX,54,R32,4-6 7-6(8) 6-1,FAUX,11,
644,Xavier Malisse,Belgium,BEL,John Isner,United States,USA,27/08/2012,US Open,G,5,H,FAUX,60,R128,6-3 7-6(5) 5-7 7-6(9),FAUX,11,
644,Yen Hsun Lu,Taiwan, Province of China,TPE,Sam Querrey,United States,USA,27/08/2012,US Open,G,5,H,FAUX,60,R128,6-7(4) 6-4 6-4 7-5,FAUX,11,
644,Yen Hsun Lu,Taiwan, Province of China,TPE,Malek Jaziri,Tunisia,TUN,25/07/2012,London Olympics,O,3,G,FAUX,87,R64,7-6(10) 4-6 6-3,FAUX,11,
794,Alexandr Dolgopolov,Ukraine,UKR,Pablo Andujar,Spain,ESP,06/05/2012,Madrid Masters,M,3,C,FAUX,67,R64,7-6(5) 6-4,VRAI,10,
794,Amer Delic,Bosnia and Herzegovina,BIH,Dudi Sela,Israel,ISR,08/03/2012,Indian Wells Masters,M,3,H,FAUX,47,R128,2-6 6-0 6-2,FAUX,10,
794,Andy Murray,United Kingdom,GBR,Marcos Baghdatis,Cyprus,CYP,25/06/2012,Wimbledon,G,5,G,FAUX,80,R32,7-5 3-6 7-5 6-1,VRAI,10,
794,Andy Murray,United Kingdom,GBR,Jeremy Chardy,France,FRA,12/08/2012,Cincinnati Masters,M,3,H,FAUX,61,R16,6-4 6-4,FAUX,10,
794,Andy Murray,United Kingdom,GBR,Mikhail Kukushkin,Kazakhstan,KAZ,01/01/2012,Brisbane,B,3,H,FAUX,63,R32,5-7 6-3 6-2,VRAI,10,
794,Andy Murray,United Kingdom,GBR,Nikolay Davydenko,Russian Federation,RUS,25/06/2012,Wimbledon,G,5,G,FAUX,80,R128,6-1 6-1 6-4,VRAI,10,
794,Andy Roddick,United States,USA,Fabio Fognini,Italy,ITA,27/08/2012,US Open,G,5,H,FAUX,60,R32,7-5 7-6(1) 4-6 6-4,VRAI,10,
794,Andy Roddick,United States,USA,Nicolas Mahut,France,FRA,16/07/2012,Atlanta,B,3,H,FAUX,56,R16,7-6(4) 6-3,VRAI,10,
794,Andy Roddick,United States,USA,Gilles Muller,Luxembourg,LUX,21/03/2012,Miami Masters,M,3,H,FAUX,51,R64,6-3 6-2,VRAI,10,
794,Benjamin Becker,Germany,GER,Jesse Levine,Canada,CAN,27/05/2012,Roland Garros,G,5,C,FAUX,40,R128,7-5 6-2 6-4,FAUX,10,
794,Benoit Paire,France,FRA,Lukas Rosol,Czech Republic,CZE,23/04/2012,Barcelona,A,3,C,FAUX,45,R64,6-3 7-5,VRAI,10,
794,Benoit Paire,France,FRA,Dudi Sela,Israel,ISR,02/01/2012,Chennai,B,3,H,FAUX,54,R16,4-6 6-2 6-4,FAUX,10,
794,Benoit Paire,France,FRA,Juan Sebastian Cabal,Colombia,COL,27/02/2012,Acapulco,A,3,C,FAUX,36,R32,7-6(3) 7-6(6),VRAI,10,
794,Bernard Tomic,Australia,AUS,Andreas Haider Maurer,Austria,AUT,27/05/2012,Roland Garros,G,5,C,FAUX,40,R128,7-6(5) 6-3 6-3,VRAI,10,
794,Bernard Tomic,Australia,AUS,Tim Smyczek,United States,USA,27/02/2012,Delray Beach,B,3,H,FAUX,41,R16,6-1 7-5,VRAI,10,
794,Bernard Tomic,Australia,AUS,Tatsuma Ito,Japan,JPN,01/01/2012,Brisbane,B,3,H,FAUX,63,R16,6-1 6-2,VRAI,10,
794,Blaz Kavcic,Slovenia,SLO,Ivo Karlovic,Croatia,CRO,30/01/2012,Zagreb,B,3,H,VRAI,59,R32,7-6(2) 6-3,FAUX,10,
794,Brian Baker,United States,USA,Gilles Simon,France,FRA,27/05/2012,Roland Garros,G,5,C,FAUX,40,R64,6-4 6-1 6-7(4) 1-6 6-0,FAUX,10,
794,Daniel Brands,Germany,GER,Jurgen Zopp,Estonia,EST,23/04/2012,Bucharest,B,3,C,FAUX,27,R16,7-6(3) 6-3,VRAI,10,
794,Daniel Gimeno Traver,Spain,ESP,Florent Serra,France,FRA,17/09/2012,St. Petersburg,B,3,H,VRAI,31,R32,7-6(5) 6-2,VRAI,10,
794,Daniel Gimeno Traver,Spain,ESP,Lukas Rosol,Czech Republic,CZE,15/10/2012,Moscow,B,3,H,VRAI,53,R32,7-6(9) 7-6(2),FAUX,10,
794,Daniel Gimeno Traver,Spain,ESP,Mikhail Kukushkin,Kazakhstan,KAZ,09/07/2012,Bastad,B,3,C,FAUX,32,R32,6-4 3-6 6-3,VRAI,10,
794,David Ferrer,Spain,ESP,Lleyton Hewitt,Australia,AUS,27/08/2012,US Open,G,5,H,FAUX,60,R32,7-6(9) 4-6 6-3 6-0,VRAI,10,
794,David Ferrer,Spain,ESP,Andy Roddick,United States,USA,25/06/2012,Wimbledon,G,5,G,FAUX,80,R32,2-6 7-6(8) 6-4 6-3,VRAI,10,
794,David Goffin,Belgium,BEL,Arnaud Clement,France,FRA,27/05/2012,Roland Garros,G,5,C,FAUX,40,R64,3-6 7-6(2) 0-6 6-2 6-1,VRAI,10,
794,David Goffin,Belgium,BEL,Janko Tipsarevic,Serbia,SRB,02/01/2012,Chennai,B,3,H,FAUX,54,QF,6-2 3-6 6-2,FAUX,10,
794,David Nalbandian,Argentina,ARG,Xavier Malisse,Belgium,BEL,11/06/2012,Queen's Club,B,3,G,FAUX,73,QF,4-6 7-6(2) 6-4,VRAI,10,
794,David Nalbandian,Argentina,ARG,Janko Tipsarevic,Serbia,SRB,25/06/2012,Wimbledon,G,5,G,FAUX,80,R128,6-4 7-6(4) 6-2,FAUX,10,
794,Denis Istomin,Uzbekistan,UZB,Florian Mayer,Germany,GER,01/01/2012,Brisbane,B,3,H,FAUX,63,R32,7-6(5) 2-3 RET,VRAI,10,RET
794,Denis Istomin,Uzbekistan,UZB,Paul Henri Mathieu,France,FRA,30/04/2012,Estoril,B,3,C,FAUX,26,R32,7-5 6-1,VRAI,10,
794,Denis Istomin,Uzbekistan,UZB,Lukas Rosol,Czech Republic,CZE,15/10/2012,Moscow,B,3,H,VRAI,53,R16,4-6 6-4 6-3,FAUX,10,
794,Dmitry Tursunov,Russian Federation,RUS,Feliciano Lopez,Spain,ESP,25/07/2012,London Olympics,O,3,G,FAUX,87,R64,6-7(5) 6-2 9-7,FAUX,10,
794,Dmitry Tursunov,Russian Federation,RUS,Florian Mayer,Germany,GER,25/06/2012,Wimbledon,G,5,G,FAUX,80,R128,7-6(3) 6-2 6-3,FAUX,10,
794,Dustin Brown,Germany,GER,Philipp Kohlschreiber,Germany,GER,11/06/2012,Halle,B,3,G,FAUX,89,R32,7-6(4) 7-6(4),FAUX,10,
794,Dustin Brown,Germany,GER,Sergiy Stakhovsky,Ukraine,UKR,16/07/2012,Gstaad,B,3,C,FAUX,43,R32,3-6 6-4 7-6(8),VRAI,10,
794,Ernests Gulbis,Latvia,LAT,Paul Henri Mathieu,France,FRA,16/07/2012,Gstaad,B,3,C,FAUX,43,QF,4-6 6-1 6-4,FAUX,10,
794,Ernests Gulbis,Latvia,LAT,Steve Darcis,Belgium,BEL,27/02/2012,Delray Beach,B,3,H,FAUX,41,R16,6-7(6) 6-1 6-3,VRAI,10,
794,Evgeny Korolev,Kazakhstan,KAZ,Edouard Roger Vasselin,France,FRA,11/06/2012,Queen's Club,B,3,G,FAUX,73,R64,6-7(5) 6-2 6-4,FAUX,10,
794,Feliciano Lopez,Spain,ESP,Yen Hsun Lu,Taiwan, Province of China,TPE,01/10/2012,Beijing,A,3,H,FAUX,56,R16,6-3 7-6(7),VRAI,10,
794,Feliciano Lopez,Spain,ESP,Albert Ramos,Spain,ESP,29/10/2012,Paris Masters,M,3,H,VRAI,69,R64,7-6(5) 6-4,FAUX,10,
794,Feliciano Lopez,Spain,ESP,Jurgen Melzer,Austria,AUT,06/05/2012,Madrid Masters,M,3,C,FAUX,67,R64,3-6 7-6(6) 6-4,FAUX,10,
794,Feliciano Lopez,Spain,ESP,Rafael Nadal,Spain,ESP,16/01/2012,Australian Open,G,5,H,FAUX,46,R16,6-4 6-4 6-2,FAUX,10,
794,Gael Monfils,France,FRA,Patrik Rosenholm,Sweden,SWE,15/10/2012,Stockholm,B,3,H,VRAI,63,R32,6-3 1-6 6-3,FAUX,10,
794,Gilles Muller,Luxembourg,LUX,Grigor Dimitrov,Bulgaria,BUL,11/06/2012,Queen's Club,B,3,G,FAUX,73,R32,7-6(1) 6-4,FAUX,10,
794,Gilles Muller,Luxembourg,LUX,Paolo Lorenzi,Italy,ITA,15/10/2012,Vienna,B,3,H,VRAI,59,QF,6-3 6-4,VRAI,10,
794,Gilles Muller,Luxembourg,LUX,Andy Murray,United Kingdom,GBR,01/01/2012,Brisbane,B,3,H,FAUX,63,R16,4-6 7-6(4) 6-0,FAUX,10,
794,Gilles Muller,Luxembourg,LUX,Ryan Sweeting,United States,USA,09/01/2012,Sydney,B,3,H,FAUX,56,R32,3-6 7-6(2) 7-5,FAUX,10,
794,Gilles Muller,Luxembourg,LUX,Andreas Seppi,Italy,ITA,30/04/2012,Belgrade,B,3,C,FAUX,36,QF,6-4 6-3,FAUX,10,
794,Gilles Muller,Luxembourg,LUX,Tim Smyczek,United States,USA,13/02/2012,San Jose,B,3,H,VRAI,62,R32,2-6 7-6(5) 6-3,VRAI,10,
794,Gilles Muller,Luxembourg,LUX,Mardy Fish,United States,USA,16/01/2012,Australian Open,G,5,H,FAUX,46,R128,6-4 6-4 6-2,FAUX,10,
794,Grega Zemlja,Slovenia,SLO,Janko Tipsarevic,Serbia,SRB,15/10/2012,Vienna,B,3,H,VRAI,59,SF,3-6 7-6(5) 6-2,VRAI,10,
794,Grigor Dimitrov,Bulgaria,BUL,Nicolas Mahut,France,FRA,11/06/2012,Queen's Club,B,3,G,FAUX,73,R16,7-6(3) 6-4,VRAI,10,
794,Grigor Dimitrov,Bulgaria,BUL,Janko Tipsarevic,Serbia,SRB,21/03/2012,Miami Masters,M,3,H,FAUX,51,R16,7-6(3) 6-2,FAUX,10,
794,Guillaume Rufin,France,FRA,Gilles Simon,France,FRA,30/01/2012,Montpellier,B,3,H,VRAI,76,QF,7-6(5) 6-7(2) 6-2,FAUX,10,
794,Guillermo Garcia Lopez,Spain,ESP,Marco Chiudinelli,Switzerland,SUI,22/10/2012,Basel,A,3,H,VRAI,71,R32,5-7 6-3 6-4,FAUX,10,
794,Igor Andreev,Russian Federation,RUS,Oliver Golding,United Kingdom,GBR,25/06/2012,Wimbledon,G,5,G,FAUX,80,R128,1-6 7-6(4) 7-6(7) 7-5,VRAI,10,
794,Igor Andreev,Russian Federation,RUS,Alexandr Dolgopolov,Ukraine,UKR,01/01/2012,Brisbane,B,3,H,FAUX,63,R16,6-7(3) 7-6(9) 6-2,FAUX,10,
794,Igor Andreev,Russian Federation,RUS,Albert Ramos,Spain,ESP,13/02/2012,Sao Paulo,B,3,C,VRAI,63,R16,7-6(4) 7-6(4),FAUX,10,
794,Igor Sijsling,Netherlands,NED,Daniel Gimeno Traver,Spain,ESP,27/08/2012,US Open,G,5,H,FAUX,60,R128,7-5 6-3 6-4,VRAI,10,
794,Igor Sijsling,Netherlands,NED,Janko Tipsarevic,Serbia,SRB,29/10/2012,Paris Masters,M,3,H,VRAI,69,R32,6-4 7-6(0),FAUX,10,
794,Igor Sijsling,Netherlands,NED,Vincent Millot,France,FRA,17/09/2012,Metz,B,3,H,VRAI,55,R32,6-4 6-4,FAUX,10,
794,Igor Sijsling,Netherlands,NED,David Ferrer,Spain,ESP,24/09/2012,Kuala Lumpur,B,3,H,VRAI,44,QF,4-6 6-3 6-4,FAUX,10,
794,Inigo Cervantes Huegun,Spain,ESP,Mikhail Youzhny,Russian Federation,RUS,25/06/2012,Wimbledon,G,5,G,FAUX,80,R64,6-1 6-3 6-4,FAUX,10,
794,Ivan Dodig,Croatia,CRO,Sam Querrey,United States,USA,11/06/2012,Queen's Club,B,3,G,FAUX,73,QF,7-5 3-6 6-3,FAUX,10,
794,Ivan Dodig,Croatia,CRO,Lleyton Hewitt,Australia,AUS,21/10/2012,Valencia,A,3,H,VRAI,49,R16,6-1 3-6 6-2,VRAI,10,
794,Ivan Dodig,Croatia,CRO,Igor Kunitsyn,Russian Federation,RUS,21/05/2012,Dusseldorf,T,3,C,FAUX,33,RR,7-6(0) 6-4,VRAI,10,
794,James Ward,United Kingdom,GBR,Pablo Andujar,Spain,ESP,25/06/2012,Wimbledon,G,5,G,FAUX,80,R128,4-6 6-0 3-6 6-3 6-3,VRAI,10,
794,Jan Hajek,Czech Republic,CZE,Feliciano Lopez,Spain,ESP,16/07/2012,Gstaad,B,3,C,FAUX,43,R16,6-7(3) 6-1 6-4,FAUX,10,
794,Janko Tipsarevic,Serbia,SRB,Philipp Kohlschreiber,Germany,GER,27/08/2012,US Open,G,5,H,FAUX,60,R16,6-3 7-6(5) 6-2,VRAI,10,
794,Janko Tipsarevic,Serbia,SRB,Alexandr Dolgopolov,Ukraine,UKR,21/03/2012,Miami Masters,M,3,H,FAUX,51,R32,6-4 5-7 6-2,VRAI,10,
794,Janko Tipsarevic,Serbia,SRB,Marco Chiudinelli,Switzerland,SUI,01/10/2012,Tokyo,A,3,H,FAUX,67,R16,6-4 6-2,VRAI,10,
794,Janko Tipsarevic,Serbia,SRB,Novak Djokovic,Serbia,SRB,27/02/2012,Dubai,A,3,H,FAUX,69,QF,6-1 7-6(6),FAUX,10,
794,Janko Tipsarevic,Serbia,SRB,Michael Llodra,France,FRA,20/02/2012,Marseille,B,3,H,VRAI,84,SF,6-4 7-6(10),FAUX,10,
794,Janko Tipsarevic,Serbia,SRB,David Ferrer,Spain,ESP,27/08/2012,US Open,G,5,H,FAUX,60,QF,6-3 6-7(5) 2-6 6-3 7-6(4),FAUX,10,
794,Jeremy Chardy,France,FRA,Jo Wilfried Tsonga,France,FRA,06/08/2012,Canada Masters,M,3,H,FAUX,60,R32,6-4 7-6(4),VRAI,10,
794,Jeremy Chardy,France,FRA,Cedrik Marcel Stebe,Germany,GER,09/07/2012,Stuttgart,B,3,C,FAUX,40,R16,4-6 7-6(8) 6-3,FAUX,10,
794,Jeremy Chardy,France,FRA,Frank Dancevic,Canada,CAN,21/03/2012,Miami Masters,M,3,H,FAUX,51,R128,7-5 7-6(0),FAUX,10,
794,John Isner,United States,USA,Ryan Sweeting,United States,USA,27/02/2012,Delray Beach,B,3,H,FAUX,41,R16,6-3 6-4,VRAI,10,
794,John Isner,United States,USA,Matthew Ebden,Australia,AUS,08/03/2012,Indian Wells Masters,M,3,H,FAUX,47,R16,6-4 7-5,VRAI,10,
794,John Isner,United States,USA,Philipp Kohlschreiber,Germany,GER,13/05/2012,Rome Masters,M,3,C,FAUX,32,R64,2-6 7-6(3) 6-2,VRAI,10,
794,John Isner,United States,USA,Juan Monaco,Argentina,ARG,08/03/2012,Indian Wells Masters,M,3,H,FAUX,47,R32,7-5 7-5,VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Lukas Rosol,Czech Republic,CZE,27/02/2012,Dubai,A,3,H,FAUX,69,R16,6-3 6-4,VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Benoit Paire,France,FRA,07/10/2012,Shanghai Masters,M,3,H,FAUX,66,R32,7-6(7) 7-5,VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Guillermo Garcia Lopez,Spain,ESP,25/06/2012,Wimbledon,G,5,G,FAUX,80,R64,6-7(3) 6-4 6-1 6-3,VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Andrey Kuznetsov,Russian Federation,RUS,27/05/2012,Roland Garros,G,5,C,FAUX,40,R128,1-6 6-3 6-2 6-4,VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Nicolas Almagro,Spain,ESP,29/10/2012,Paris Masters,M,3,H,VRAI,69,R16,7-6(4) 7-6(3),VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Nicolas Mahut,France,FRA,20/02/2012,Marseille,B,3,H,VRAI,84,R16,6-3 6-2,VRAI,10,
794,Jo Wilfried Tsonga,France,FRA,Tomas Berdych,Czech Republic,CZE,15/10/2012,Stockholm,B,3,H,VRAI,63,F,4-6 6-4 6-4,FAUX,10,
794,Juan Martin Del Potro,Argentina,ARG,Alexandr Dolgopolov,Ukraine,UKR,06/05/2012,Madrid Masters,M,3,C,FAUX,67,QF,6-3 6-4,VRAI,10,
794,Juan Martin Del Potro,Argentina,ARG,Grega Zemlja,Slovenia,SLO,15/10/2012,Vienna,B,3,H,VRAI,59,F,7-5 6-3,VRAI,10,
794,Juan Martin Del Potro,Argentina,ARG,Brian Baker,United States,USA,22/10/2012,Basel,A,3,H,VRAI,71,R16,7-5 6-1,VRAI,10,
794,Juan Martin Del Potro,Argentina,ARG,Roger Federer,Switzerland,SUI,22/10/2012,Basel,A,3,H,VRAI,71,F,6-4 6-7(5) 7-6(3),VRAI,10,
794,Juan Martin Del Potro,Argentina,ARG,Denis Istomin,Uzbekistan,UZB,08/03/2012,Indian Wells Masters,M,3,H,FAUX,47,R16,7-6(2) 6-7(6) 6-2,VRAI,10,
794,Julien Benneteau,France,FRA,Benjamin Becker,Germany,GER,21/03/2012,Miami Masters,M,3,H,FAUX,51,R64,3-6 6-3 7-6(4),VRAI,10,
794,Julien Benneteau,France,FRA,Dmitry Tursunov,Russian Federation,RUS,27/05/2012,Roland Garros,G,5,C,FAUX,40,R64,6-4 6-4 6-4,VRAI,10,
794,Julien Benneteau,France,FRA,Denis Istomin,Uzbekistan,UZB,13/02/2012,San Jose,B,3,H,VRAI,62,SF,6-3 6-7(4) 6-3,FAUX,10,
794,Jurgen Melzer,Austria,AUT,Feliciano Lopez,Spain,ESP,06/05/2012,Madrid Masters,M,3,C,FAUX,67,R64,3-6 7-6(6) 6-4,VRAI,10,
794,Kevin Anderson,South Africa,RSA,Michael Russell,United States,USA,16/07/2012,Atlanta,B,3,H,FAUX,56,R16,6-7(5) 6-4 6-4,FAUX,10,
794,Kevin Anderson,South Africa,RSA,Mikhail Youzhny,Russian Federation,RUS,06/08/2012,Canada Masters,M,3,H,FAUX,60,R64,6-1 7-6(3),FAUX,10,
794,Leonardo Mayer,Argentina,ARG,Juan Martin Del Potro,Argentina,ARG,27/08/2012,US Open,G,5,H,FAUX,60,R32,6-3 7-5 7-6(9),FAUX,10,
794,Lovro Zovko,Croatia,CRO,Alex Bogomolov Jr,Russian Federation,RUS,21/05/2012,Dusseldorf,T,3,C,FAUX,33,RR,6-4 6-2,FAUX,10,
794,Lukas Rosol,Czech Republic,CZE,Bjorn Phau,Germany,GER,09/07/2012,Stuttgart,B,3,C,FAUX,40,R16,7-6(3) 7-6(2),FAUX,10,
794,Lukasz Kubot,Poland,POL,Jesse Levine,Canada,CAN,20/02/2012,Memphis,A,3,H,VRAI,63,R32,7-6(2) 6-4,VRAI,10,
794,Marcos Baghdatis,Cyprus,CYP,Marin Cilic,Croatia,CRO,06/08/2012,Canada Masters,M,3,H,FAUX,60,R32,7-5 6-3,FAUX,10,
794,Marcos Baghdatis,Cyprus,CYP,Lukas Lacko,Slovakia,SVK,30/01/2012,Zagreb,B,3,H,VRAI,59,SF,7-5 7-6(3),FAUX,10,
794,Marcos Baghdatis,Cyprus,CYP,Kei Nishikori,Japan,JPN,01/01/2012,Brisbane,B,3,H,FAUX,63,R16,6-3 6-4,VRAI,10,
794,Mardy Fish,United States,USA,Ricardas Berankis,Lithuania,LTU,30/07/2012,Washington,A,3,H,FAUX,66,R16,6-3 6-1,VRAI,10,
794,Mardy Fish,United States,USA,Xavier Malisse,Belgium,BEL,30/07/2012,Washington,A,3,H,FAUX,66,QF,6-3 6-4,VRAI,10,
794,Mardy Fish,United States,USA,Roger Federer,Switzerland,SUI,12/08/2012,Cincinnati Masters,M,3,H,FAUX,61,QF,6-3 7-6(4),FAUX,10,
794,Marin Cilic,Croatia,CRO,Daniel Munoz De La Nava,Spain,ESP,27/05/2012,Roland Garros,G,5,C,FAUX,40,R128,6-4 6-4 7-5,VRAI,10,
794,Marin Cilic,Croatia,CRO,Ivan Dodig,Croatia,CRO,21/10/2012,Valencia,A,3,H,VRAI,49,QF,6-2 7-6(6),FAUX,10,
794,Marinko Matosevic,Australia,AUS,Richard Gasquet,France,FRA,18/06/2012,Eastbourne,B,3,G,FAUX,53,R16,1-6 7-6(5) 7-6(3),VRAI,10,
794,Matthew Ebden,Australia,AUS,Joao Souza,Brazil,BRA,16/01/2012,Australian Open,G,5,H,FAUX,46,R128,6-3 7-6(1) 6-2,VRAI,10,
794,Michael Llodra,France,FRA,Juan Martin Del Potro,Argentina,ARG,20/02/2012,Marseille,B,3,H,VRAI,84,F,6-4 6-4,FAUX,10,
794,Michael Russell,United States,USA,Julien Benneteau,France,FRA,25/06/2012,Wimbledon,G,5,G,FAUX,80,R64,7-6(4) 2-6 6-4 7-5,FAUX,10,
794,Mikhail Youzhny,Russian Federation,RUS,Janko Tipsarevic,Serbia,SRB,25/06/2012,Wimbledon,G,5,G,FAUX,80,R32,6-3 6-4 3-6 6-3,VRAI,10,
794,Mikhail Youzhny,Russian Federation,RUS,Ivo Karlovic,Croatia,CRO,30/01/2012,Zagreb,B,3,H,VRAI,59,QF,7-6(10) 3-6 7-6(6),VRAI,10,
794,Milos Raonic,Canada,CAN,Radek Stepanek,Czech Republic,CZE,01/10/2012,Tokyo,A,3,H,FAUX,67,R32,6-4 6-4,VRAI,10,
794,Milos Raonic,Canada,CAN,Sam Querrey,United States,USA,29/10/2012,Paris Masters,M,3,H,VRAI,69,R16,6-3 7-6(1),FAUX,10,
794,Milos Raonic,Canada,CAN,Tatsuma Ito,Japan,JPN,25/07/2012,London Olympics,O,3,G,FAUX,87,R64,6-3 6-4,VRAI,10,
794,Milos Raonic,Canada,CAN,Roger Federer,Switzerland,SUI,08/03/2012,Indian Wells Masters,M,3,H,FAUX,47,R32,6-7(4) 6-2 6-4,FAUX,10,
794,Nicolas Mahut,France,FRA,Marco Chiudinelli,Switzerland,SUI,09/07/2012,Newport,B,3,G,FAUX,60,R32,6-0 7-6(2),VRAI,10,
794,Nicolas Mahut,France,FRA,Ricardas Berankis,Lithuania,LTU,30/07/2012,Washington,A,3,H,FAUX,66,R32,6-4 7-5,FAUX,10,
794,Nicolas Mahut,France,FRA,Tomas Berdych,Czech Republic,CZE,30/01/2012,Montpellier,B,3,H,VRAI,76,QF,6-3 6-4,FAUX,10,
794,Philipp Kohlschreiber,Germany,GER,Brian Baker,United States,USA,12/08/2012,Cincinnati Masters,M,3,H,FAUX,61,R64,7-6(7) 7-6(3),FAUX,10,
794,Philipp Kohlschreiber,Germany,GER,Edouard Roger Vasselin,France,FRA,30/01/2012,Montpellier,B,3,H,VRAI,76,R16,6-4 7-5,VRAI,10,
794,Philipp Kohlschreiber,Germany,GER,Jamie Baker,United Kingdom,GBR,18/06/2012,Eastbourne,B,3,G,FAUX,53,R16,6-2 3-6 6-3,VRAI,10,
794,Philipp Kohlschreiber,Germany,GER,Jo Wilfried Tsonga,France,FRA,25/06/2012,Wimbledon,G,5,G,FAUX,80,QF,7-6(5) 4-6 7-6(3) 6-2,FAUX,10,
794,Philipp Oswald,Austria,AUT,Robin Haase,Netherlands,NED,22/07/2012,Kitzbuhel,B,3,C,FAUX,34,R16,6-4 3-6 6-2,FAUX,10,
794,Philipp Petzschner,Germany,GER,Lukas Rosol,Czech Republic,CZE,16/01/2012,Australian Open,G,5,H,FAUX,46,R128,6-0 6-0 6-2,VRAI,10,
